40,206
39,206
38,206
37,206
36,207
35,207
34,207
33,207
32,207
32,204
31,203
31,201
30,200
30,199
29,198
28,198
27,198
26,198
25,206
24,206
25,206
26,207
27,207
28,207
29,207
30,207
31,207
32,207
33,207
34,207
35,207
36,207
37,206
38,206
39,206
40,206
41,206
42,206
43,206
44,206
45,206
46,206
47,206
48,206
49,206
50,206
51,206
52,206
53,206
54,206
55,206
56,206
57,206
58,206
59,206
60,206
61,206
62,206
63,206
64,206
65,206
66,206
67,206
68,206
69,206
70,206
71,206
72,206
73,206
73,203
74,202
75,201
76,201
77,201
78,201
79,201
80,201
81,201
82,201
83,202
84,202
85,202
86,202
87,202
88,202
89,202
90,202
91,207
92,207
93,260
94,260
95,260
96,260
97,260
98,260
99,260
100,260
101,260
102,260
103,260
103,259
104,258
104,257
105,256
106,256
106,255
107,254
108,254
109,254
110,257
109,259
110,259
111,259
112,259
113,259
114,259
115,259
116,259
117,259
118,259
119,259
120,259
121,265
122,269
121,271
120,280
121,280
122,284
123,284
124,284
125,284
124,284
123,284
122,284
122,281
121,280
120,280
120,276
120,272
121,271
121,270
122,269
122,266
121,265
121,264
121,260
120,259
120,257
121,256
121,255
122,254
123,254
124,254
124,252
124,248
125,247
126,247
127,247
128,246
129,246
130,246
131,246
132,246
133,248
134,248
135,248
136,248
137,248
138,248
139,248
140,248
141,248
142,248
143,248
144,248
145,248
146,248
147,248
148,248
149,248
150,248
151,248
152,248
153,248
154,248
155,248
156,247
157,247
158,247
159,247
160,246
161,246
162,246
163,246
164,246
165,246
166,246
167,283
168,297
167,297
166,297
165,300
164,300
163,304
162,304
161,304
160,305
159,305
158,305
157,305
156,305
155,305
154,305
153,305
152,305
151,305
150,305
149,305
148,306
147,306
146,306
145,306
144,306
143,306
142,306
141,306
140,306
139,306
138,306
137,306
136,306
136,305
135,304
134,304
133,304
132,304
131,304
130,304
129,304
128,304
127,304
126,304
125,304
124,304
123,304
122,304
121,304
120,304
119,304
118,304
117,304
116,304
115,304
114,305
113,305
112,305
111,305
110,305
109,305
108,305
107,305
106,305
105,305
104,313
105,320
104,338
105,349
106,349
107,349
108,349
109,350
110,350
111,350
112,350
113,350
114,350
115,350
116,350
117,350
118,350
119,350
120,350
121,350
122,350
123,350
124,350
125,350
126,350
127,350
128,350
129,350
130,350
131,350
132,350
133,350
134,350
135,350
136,350
137,350
138,350
139,350
140,350
141,350
142,350
143,350
144,350
145,350
146,350
147,350
148,350
149,350
150,350
151,350
152,350
153,350
154,350
155,350
156,350
157,350
158,350
159,350
160,350
161,350
162,350
163,350
164,350
165,350
166,350
167,350
168,350
169,350
170,350
171,350
172,350
173,350
174,350
175,350
176,350
177,350
178,350
179,424
180,444
179,443
178,443
177,443
176,443
175,443
174,449
175,449
